image,status,detections,error
Door0085.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0085.png'
Door0086.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0086.png'
Door0087.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0087.png'
Door0088.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0088.png'
Door0089.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0089.png'
Door0090.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0090.png'
Door0091.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0091.png'
Door0092.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0092.png'
Door0093.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0093.png'
Door0094.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0094.png'
Door0095.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0095.png'
Door0096.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0096.png'
Door0097.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0097.png'
Door0098.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0098.png'
Door0099.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0099.png'
Door0100.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0100.png'
Door0101.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0101.png'
Door0102.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0102.png'
Door0103.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0103.png'
Door0104(1).png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0104(1).png'
Door0104.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0104.png'
Door0105.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0105.png'
Door0106.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0106.png'
Door0107.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0107.png'
Door0108.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0108.png'
Door0109.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0109.png'
Door0110.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0110.png'
Door0111.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0111.png'
Door0112.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0112.png'
Door0113.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0113.png'
Door0114.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0114.png'
Door0115.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0115.png'
Door0116.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0116.png'
Door0117.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0117.png'
Door0118.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0118.png'
Door0119.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0119.png'
Door0120.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0120.png'
Door0121.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0121.png'
Door0122.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0122.png'
Door0123.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0123.png'
Door0124.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0124.png'
Door0125.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0125.png'
Door0126.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0126.png'
Door0127.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0127.png'
Door0128.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0128.png'
Door0129.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0129.png'
Door0130.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0130.png'
Door0131.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0131.png'
Door0132.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0132.png'
Door0133.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0133.png'
Door0134.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0134.png'
Door0135.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0135.png'
Door0136.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0136.png'
Door0137.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0137.png'
Door0138.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0138.png'
Door0139.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0139.png'
Door0140.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0140.png'
Door0141.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0141.png'
Door0142.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0142.png'
Door0143.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0143.png'
Door0144.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0144.png'
Door0145.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0145.png'
Door0146.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0146.png'
Door0147.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0147.png'
Door0148.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0148.png'
Door0149.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0149.png'
Door0150.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0150.png'
Door0151.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0151.png'
Door0152.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0152.png'
Door0153.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0153.png'
Door0154.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0154.png'
Door0155.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0155.png'
Door0156.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0156.png'
Door0157.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0157.png'
Door0158.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0158.png'
Door0159.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0159.png'
Door0160.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0160.png'
Door0161.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0161.png'
Door0162.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0162.png'
Door0163.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0163.png'
Door0164.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0164.png'
Door0165.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0165.png'
Door0166.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0166.png'
Door0167.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0167.png'
Door0168.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0168.png'
Door0169.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0169.png'
Door0170.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0170.png'
Door0171.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0171.png'
Door0172.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0172.png'
Door0173.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0173.png'
Door0174.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0174.png'
Door0175.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0175.png'
Door0176.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0176.png'
Door0177.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0177.png'
Door0178.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0178.png'
Door0179.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0179.png'
Door0180.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0180.png'
Door0181.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0181.png'
Door0182.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0182.png'
Door0183.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0183.png'
Door0184.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0184.png'
Door0185.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0185.png'
Door0186.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0186.png'
Door0187.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0187.png'
Door0188.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0188.png'
Door0189.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0189.png'
Door0190.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0190.png'
Door0191.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0191.png'
Door0192.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0192.png'
Door0193.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0193.png'
Door0194.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0194.png'
Door0195.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0195.png'
Door0196.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0196.png'
Door0197.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0197.png'
Door0198(1).png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0198(1).png'
Door0198.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0198.png'
Door0199.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0199.png'
Door0200.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0200.png'
Door0201.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0201.png'
Door0202.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0202.png'
Door0203.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0203.png'
Door0204.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0204.png'
Door0205.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0205.png'
Door0206.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0206.png'
Door0207.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0207.png'
Door0208.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0208.png'
Door0209.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0209.png'
Door0210.png,ok,1,
Door0211.png,ok,7,
Door0212.png,ok,4,
Door0213.png,ok,1,
Door0214.png,ok,1,
Door0215.png,ok,3,
Door0216.png,ok,4,
Door0217.png,ok,1,
Door0218.png,ok,14,
Door0219.png,ok,1,
Door0220.png,ok,5,
Door0221.png,ok,2,
Door0222.png,ok,2,
Door0223.png,ok,2,
Door0224.png,ok,1,
Door0225.png,ok,2,
Door0226.png,ok,11,
Door0227.png,ok,1,
Door0228.png,ok,7,
Door0229.png,ok,11,
Door0230.png,ok,1,
Door0231.png,ok,12,
Door0232.png,ok,7,
Door0233.png,ok,7,
Door0234.png,ok,1,
Door0235.png,ok,9,
Door0236.png,ok,23,
Door0237.png,ok,1,
Door0238.png,ok,1,
Door0239.png,ok,1,
Door0240.png,ok,9,
Door0241.png,ok,12,
Door0242.png,ok,1,
Door0243.png,ok,2,
Door0244.png,ok,1,
Door0245.png,ok,2,
Door0246.png,ok,1,
Door0247.png,ok,1,
Door0248.png,ok,1,
Door0249.png,ok,8,
Door0250.png,ok,1,
Door0251.png,ok,9,
Door0252.png,ok,1,
Door0253.png,ok,2,
Door0254.png,ok,9,
Door0255(1).png,ok,1,
Door0255(2).png,ok,1,
Door0255.png,ok,1,
Door0256.png,ok,1,
Door0257.png,ok,1,
Door0258.png,ok,3,
Door0259.png,ok,1,
Door0260.png,ok,1,
Door0261.png,ok,1,
Door0262.png,ok,1,
Door0263.png,ok,1,
Door0264.png,ok,1,
Door0265.png,ok,1,
Door0266.png,ok,12,
Door0267.png,ok,1,
Door0268.png,ok,1,
Door0269.png,ok,2,
Door0270.png,ok,1,
Door0271.png,ok,1,
Door0272.png,ok,1,
Door0273.png,ok,1,
Door0274.png,ok,1,
Door0275.png,ok,1,
Door0276.png,ok,1,
Door0277.png,ok,2,
Door0278.png,ok,1,
Door0279.png,ok,1,
Door0280.png,ok,1,
Door0281.png,ok,1,
Door0282.png,ok,1,
Door0283.png,ok,5,
Door0284.png,ok,6,
Door0285.png,ok,1,
Door0286.png,ok,3,
Door0287.png,ok,2,
Door0288.png,ok,1,
Door0289.png,ok,1,
Door0290.png,ok,1,
Door0291.png,ok,1,
Door0292.png,ok,1,
Door0293.png,ok,1,
Door0294.png,ok,1,
Door0295.png,ok,1,
Door0296.png,ok,1,
Door0297.png,ok,1,
Door0298.png,ok,1,
Door0299.png,ok,1,
Door0300.png,ok,1,
Door0301.png,ok,1,
Door0302.png,ok,1,
Door0303.png,ok,1,
Door0304.png,ok,1,
Door0305.png,ok,1,
Door0306.png,ok,1,
Door0307.png,ok,1,
Door0308.png,ok,1,
Door0309.png,ok,1,
Door0310.png,ok,2,
Door0311.png,ok,1,
Door0312.png,ok,1,
Door0313.png,ok,1,
Door0314.png,ok,1,
Door0315.png,ok,1,
Door0316.png,ok,1,
Door0317.png,ok,12,
Door0318.png,ok,9,
Door0319.png,ok,1,
Door0320.png,ok,1,
Door0321.png,ok,1,
Door0322(1).png,ok,9,
Door0322.png,ok,9,
Door0323.png,ok,4,
Door0324.png,ok,1,
Door0325.png,ok,1,
Door0326.png,ok,1,
Door0327.png,ok,1,
Door0328.png,ok,2,
Door0329.png,ok,6,
Door0330.png,ok,2,
Door0331.png,ok,1,
Door0332.png,ok,2,
Door0333.png,ok,2,
Door0334.png,ok,14,
Door0335.png,ok,1,
Door0336.png,ok,25,
Door0337.png,ok,1,
Door0338.png,ok,14,
Door0339.png,ok,1,
Door0340.png,ok,1,
Door0341.png,ok,2,
Door0342.png,ok,1,
Door0343.png,ok,1,
Door0344.png,ok,4,
Door0345.png,ok,3,
Door0346.png,ok,3,
Door0347.png,ok,1,
Door0348.png,ok,1,
Door0349.png,ok,4,
Door0350.png,ok,1,
Door0351.png,ok,1,
Door0352.png,ok,2,
Door0353.png,ok,1,
Door0354.png,ok,4,
Door0355.png,ok,1,
Door0356.png,ok,8,
Door0357.png,ok,2,
Door0358.png,ok,2,
Door0359.png,ok,1,
Door0360.png,ok,3,
Door0361.png,ok,2,
Door0362.png,ok,1,
Door0363.png,ok,1,
Door0364.png,ok,1,
Door0365.png,ok,2,
Door0366(1).png,ok,1,
Door0366(2).png,ok,1,
Door0366.png,ok,1,
Door0367.png,ok,4,
Door0368.png,ok,4,
Door0369.png,ok,4,
Door0370.png,ok,37,
Door0371.png,ok,4,
Door0372.png,ok,1,
Door0373.png,ok,2,
Door0374.png,ok,1,
Door0375.png,ok,2,
Door0376.png,ok,1,
Door0377.png,ok,1,
Door0378.png,ok,1,
Door0379.png,ok,1,
Door0380.png,ok,1,
Door0381.png,ok,2,
Door0382.png,ok,2,
Door0383.png,ok,1,
Door0384.png,ok,1,
Door0385.png,ok,2,
Door0386.png,ok,1,
Door0387.png,ok,1,
Door0388.png,ok,2,
Door0389.png,ok,1,
Door0390.png,ok,1,
Door0391.png,ok,14,
Door0392.png,ok,57,
Door0393.png,ok,2,
Door0394.png,ok,2,
Door0395.png,ok,3,
Door0396.png,ok,1,
Door0397.png,ok,1,
Door0398.png,ok,1,
Door0399.png,ok,1,
Door0400.png,ok,3,
Door0401.png,ok,1,
Door0402.png,ok,2,
Door0403.png,ok,2,
Door0404.png,ok,2,
Door0405.png,ok,1,
Door0406.png,ok,1,
Door0407.png,ok,2,
Door0408.png,ok,1,
Door0409.png,ok,1,
Door0410.png,ok,3,
Door0411.png,ok,16,
Door0412.png,ok,4,
Door0413.png,ok,2,
Door0414.png,ok,2,
Door0415.png,ok,1,
Door0416.png,ok,3,
Door0417.png,ok,11,
Door0418.png,ok,4,
Door0419.png,ok,10,
Door0420.png,ok,0,
Door0421.png,ok,4,
Door0422.png,ok,0,
Door0423.png,ok,74,
Door0424.png,ok,3,
Door0425.png,ok,13,
Door0426.png,ok,3,
Door0427.png,ok,4,
Door0428.png,ok,0,
Door0429.png,ok,0,
Door0430.png,ok,1,
Door0431.png,ok,3,
Door0432.png,ok,0,
Door0433.png,ok,1,
Door0434.png,ok,0,
Door0435.png,ok,1,
Door0436.png,ok,9,
Door0437.png,ok,0,
Door0438.png,ok,2,
Door0439.png,ok,14,
Door0440.png,ok,1,
Door0441.png,ok,3,
Door0442.png,ok,0,
Door0443.png,ok,1,
Door0444.png,ok,31,
Door0445.png,ok,8,
Door0446.png,ok,5,
Door0447.png,ok,7,
Door0448.png,ok,4,
Door0449.png,ok,1,
Door0450.png,ok,1,
Door0451.png,ok,1,
Door0452.png,ok,1,
Door0453.png,ok,1,
Door0454.png,ok,1,
Door0455.png,ok,1,
Door0456.png,ok,1,
Door0457.png,ok,1,
Door0458.png,ok,10,
Door0459.png,ok,2,
Door0460.png,ok,1,
Door0461.png,ok,1,
Door0462.png,ok,8,
Door0463.png,ok,1,
Door0464.png,ok,1,
Door0465.png,ok,2,
Door0466.png,ok,2,
Door0467.png,ok,1,
Door0468.png,ok,1,
Door0469.png,ok,1,
Door0470.png,ok,1,
Door0471.png,ok,2,
Door0472.png,ok,2,
Door0473.png,ok,1,
Door0474.png,ok,1,
Door0475.png,ok,1,
Door0476.png,ok,1,
Door0477.png,ok,2,
Door0478.png,ok,1,
Door0479.png,ok,1,
Door0480.png,ok,3,
Door0481.png,ok,1,
Door0482.png,ok,2,
Door0483.png,ok,1,
Door0484.png,ok,1,
Door0485.png,ok,1,
Door0486.png,ok,1,
Door0487.png,ok,2,
